Timestamp,Grade,Type of problem,Types of holds,Number of attempts,Is it a send?,"If it is a send, what is the quality?","If it is a fall, what is the cause? (Or how should you do better in the next try?)",Other notes,Have you been breathing?,Have you been keeping your body as close to the wall as possible?,Have you been shifting your weight dynamically as you reach for the next holds?,Have you grab the hold perpendicularly to its orientation?,Have you been using 'silent feet'?,Have you been keeping awareness of your body position?
7/9/2023 11:58:44,V5,Roof,"Jug, Crimp, Sloper",1,No,,Beta to the next move,,No,No,No,,Yes,Maybe
7/9/2023 12:04:34,V5,Roof,"Jug, Crimp, Sloper",2,Yes,5,,,No,No,Maybe,,Yes,No
7/9/2023 12:08:37,V6,Arête,"Edge, Crimp, Sloper",1,No,,"Cannot grab on to the hold, Footwork issue",,No,No,Yes,,Maybe,No
7/9/2023 12:11:07,V6,Arête,"Edge, Crimp, Sloper, Undercling",2,Yes,6,,,Maybe,No,Yes,,Yes,Yes
7/9/2023 12:15:40,V7,Overhang,"Jug, Edge, Undercling",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,No,No
7/9/2023 12:17:57,V7,Overhang,"Jug, Edge, Undercling",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,Maybe
7/9/2023 12:20:16,V7,Overhang,"Edge, Crimp, Undercling",5,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Yes,Maybe
7/9/2023 12:29:45,V6,Vertical,"Sloper, Side-pull",2,No,,Beta to the next move,,No,No,Maybe,,Maybe,Maybe
7/9/2023 12:37:25,V6,Vertical,"Jug, Crimp",1,No,,Beta to the next move,,No,No,No,,Maybe,No
7/9/2023 12:44:35,V6,Arête,"Jug, Edge, Crimp",3,No,,Beta to the next move,,No,No,Yes,,No,Maybe
7/9/2023 12:51:41,V6,Arête,"Jug, Edge, Crimp",5,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
7/9/2023 12:55:54,V6,Vertical,"Edge, Crimp, Sloper, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
7/9/2023 12:58:45,V6,Vertical,"Edge, Crimp, Sloper",3,No,,"Cannot grab on to the hold, Dry fire",,No,Maybe,No,,Yes,Maybe
7/9/2023 13:10:17,V4,Vertical,"Pinch, Sloper",2,Yes,6,,,Maybe,Maybe,Yes,,Yes,Yes
7/9/2023 13:17:39,V6,Vertical,"Crimp, Sloper, Side-pull",3,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,Maybe,No,,Yes,Maybe
7/9/2023 13:21:05,V6,Vertical,"Crimp, Sloper, Side-pull",5,No,,"Cannot grab on to the hold, Wrong body position",,No,Maybe,No,,Yes,Maybe
7/9/2023 13:22:24,V6,Vertical,"Crimp, Sloper, Side-pull",6,No,,"Suboptimal sequence, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,No,,Yes,Yes
7/9/2023 13:27:54,V6,Vertical,Sloper,4,No,,"Beta to the next move, Cannot grab on to the hold",,Maybe,No,Yes,,Maybe,No
7/9/2023 13:38:41,V7,Roof,"Sloper, Undercling, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,Maybe,No,Maybe,,No,No
7/9/2023 13:41:18,V7,Roof,"Sloper, Undercling, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,Maybe
7/9/2023 13:45:34,V7,Roof,"Sloper, Undercling, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Yes,,Yes,Yes
7/9/2023 13:53:13,V6,Roof,"Jug, Edge, Crimp",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,No,,Yes,Maybe
7/9/2023 13:55:29,V6,Roof,"Jug, Edge, Crimp, Side-pull",3,No,,Finished second half,,Maybe,Yes,Yes,,Maybe,Maybe
7/11/2023 19:51:21,V4,Slab,"Crimp, Side-pull",1,Yes,4,,,No,Maybe,No,,Yes,Maybe
7/11/2023 19:54:27,V5,Roof,"Sloper, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,No,No,,No,No
7/11/2023 19:55:46,V5,Roof,"Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold, Missed a hol",,No,No,No,,Maybe,No
7/11/2023 19:59:57,V5,Roof,"Edge, Sloper, Side-pull",3,No,,Suboptimal sequence,,No,No,No,,Maybe,Maybe
7/11/2023 20:02:35,V5,Roof,"Edge, Sloper, Side-pull",4,No,,Footwork issue,,No,No,Maybe,,Maybe,Maybe
7/11/2023 20:06:33,V5,Roof,"Edge, Sloper, Side-pull",5,Yes,5,,,No,No,Yes,,Yes,Yes
7/11/2023 20:11:54,V6,Slab,"Jug, Sloper",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,No
7/11/2023 20:18:57,V7,Vertical,"Crimp, Sloper, Undercling",1,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
7/11/2023 20:25:56,V7,Vertical,"Jug, Crimp, Sloper, Undercling",2,Yes,6,,,No,Maybe,Yes,,No,Maybe
7/11/2023 20:27:37,V5,Vertical,"Jug, Sloper",1,No,,"Cannot grab on to the hold, Wrong body position",,No,No,Yes,,Maybe,No
7/11/2023 20:29:19,V5,Vertical,"Sloper, Side-pull",2,No,,Cannot grab on to the hold,,No,No,Yes,,Maybe,No
7/11/2023 20:32:05,V5,Vertical,"Jug, Sloper, Side-pull",3,No,,Try ,,No,No,Yes,,Maybe,No
7/11/2023 20:34:03,V5,Vertical,"Sloper, Side-pull",4,No,,Cannot grab on to the hold,,No,No,Yes,,Maybe,No
7/11/2023 20:35:51,V5,Vertical,"Jug, Sloper, Side-pull",5,No,,"Cannot grab on to the hold, Too tired",,Maybe,Maybe,Maybe,,Maybe,No
7/11/2023 20:48:29,V6,Slab,"Sloper, Undercling",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
7/11/2023 20:52:08,V5,Slab,"Crimp, Sloper, Side-pull",1,No,,Beta to the next move,,No,No,No,,Yes,Maybe
7/11/2023 20:54:55,V5,Slab,"Edge, Undercling, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Yes,Maybe
7/11/2023 20:57:53,V5,Slab,"Crimp, Side-pull",1,No,,Beta to the next move,,No,Maybe,No,,Yes,No
7/11/2023 21:00:10,V5,Slab,"Crimp, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
7/11/2023 21:02:15,V5,Slab,"Crimp, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Yes,Maybe
7/11/2023 21:05:30,V5,Slab,"Crimp, Side-pull",5,Yes,6,,,No,Maybe,Yes,,Yes,Maybe
7/11/2023 21:08:43,V7,Slab,"Crimp, Undercling",1,No,,"Beta to the next move, Dry fire",,No,No,Maybe,,Maybe,Maybe
7/11/2023 21:10:42,V7,Slab,"Crimp, Undercling, Side-pull",3,No,,"Beta to the next move, Footwork issue",,No,Maybe,Maybe,,Maybe,Maybe
7/15/2023 19:50:18,V5,Roof,Pinch,3,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Maybe,,Yes,No
7/15/2023 19:53:42,V5,Roof,"Jug, Crimp, Pinch, Sloper",5,Yes,6,,,No,Maybe,Yes,,Yes,Maybe
7/15/2023 19:57:00,V5,Vertical,"Jug, Sloper, Side-pull",1,Yes,6,,,Yes,Maybe,Yes,,Yes,Maybe
7/15/2023 20:01:29,V6,Roof,Pinch,1,No,,"Suboptimal sequence, Lack familiarity with the move",,No,Maybe,No,,Maybe,No
7/15/2023 20:03:20,V6,Roof,Jug,2,No,,"Beta to the next move, Suboptimal sequence",,No,No,Yes,,Yes,Maybe
7/15/2023 20:04:54,V6,Roof,Pinch,3,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Yes,Maybe
7/15/2023 20:11:52,V6,Roof,"Jug, Sloper",1,No,,"Lack familiarity with the move, Cannot grab on to the hold, Too tired",,Maybe,No,Yes,,Maybe,No
7/15/2023 20:15:34,V6,Roof,"Jug, Sloper, Undercling",2,No,,Beta to the next move,,Maybe,Maybe,Yes,,Yes,Maybe
7/15/2023 20:17:51,V6,Roof,"Jug, Sloper",3,No,,"Beta to the next move, Suboptimal sequence, Too tired",,No,Maybe,Yes,,Yes,Maybe
7/15/2023 20:22:33,V6,Vertical,"Crimp, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,No,,Yes,Maybe
7/15/2023 20:25:57,V6,Vertical,Edge,2,No,,Beta to the next move,,No,No,No,,Yes,Yes
7/15/2023 20:29:11,V6,Roof,"Jug, Sloper",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
7/15/2023 20:31:36,V6,Overhang,"Jug, Sloper",5,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Yes,No
7/15/2023 20:35:41,V6,Roof,"Jug, Undercling",1,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,No,Maybe,,Yes,No
7/15/2023 20:36:18,V6,Roof,"Jug, Sloper",6,No,,Beta to the next move,,No,Maybe,Yes,,Yes,Maybe
7/15/2023 20:41:52,V6,Vertical,"Sloper, Side-pull",2,No,,Beta to the next move,,No,No,No,,No,No
7/15/2023 20:44:24,V6,Vertical,Crimp,1,No,,Beta to the next move,,No,Yes,No,,Maybe,Maybe
7/15/2023 20:48:27,V5,Roof,"Jug, Edge, Sloper",1,Yes,6,,,No,Maybe,Maybe,,Yes,No
7/15/2023 20:53:20,V6,Overhang,"Sloper, Pocket",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,No,Maybe
7/15/2023 20:56:00,V6,Overhang,"Pinch, Pocket",3,No,,Cannot grab on to the hold,,No,Maybe,Maybe,,Maybe,Maybe
7/15/2023 20:59:21,V6,Vertical,"Jug, Sloper",2,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
7/15/2023 21:01:37,V6,Roof,Pinch,6,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Yes,No,,Yes,Yes
7/22/2023 19:16:52,V5,Vertical,"Edge, Sloper",1,No,,Missed a hold,,No,No,No,,No,Maybe
7/22/2023 19:18:03,V5,Vertical,"Crimp, Sloper",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Yes,Yes
7/22/2023 19:19:47,V5,Vertical,"Edge, Crimp, Sloper",2,No,,Lack familiarity with the move,,No,Maybe,No,,Yes,Yes
7/22/2023 19:22:34,V5,Arête,"Crimp, Sloper",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Maybe,Yes
7/22/2023 19:24:39,V4,Vertical,"Edge, Crimp, Sloper",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Yes,Maybe
7/22/2023 19:32:47,V5,Arête,"Crimp, Sloper",4,No,,Cannot grab on to the hold,,No,No,No,,Yes,Maybe
7/22/2023 19:33:20,V5,Arête,"Edge, Crimp, Sloper",5,Yes,7,,,No,No,Yes,,Yes,Yes
7/22/2023 19:37:38,V5,Vertical,"Pinch, Pocket",2,No,,Beta to the next move,,No,No,Yes,,Maybe,Maybe
7/22/2023 19:43:27,V5,Vertical,"Edge, Pinch, Pocket",2,Yes,5,,,No,Yes,Yes,,Maybe,No
7/22/2023 19:44:05,V5,Vertical,"Crimp, Sloper, Undercling, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
7/22/2023 19:47:17,V5,Vertical,"Crimp, Sloper, Undercling, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,No
7/22/2023 19:49:45,V5,Vertical,"Crimp, Sloper, Undercling, Side-pull",6,No,,Beta to the next move,,No,No,No,,Yes,Maybe
7/22/2023 19:52:21,V5,Vertical,"Crimp, Sloper, Undercling, Side-pull",7,No,,Beta to the next move,,No,No,No,,Yes,Maybe
7/22/2023 19:56:31,V5,Overhang,"Jug, Crimp, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Maybe,No
7/22/2023 20:00:39,V5,Overhang,"Jug, Side-pull",3,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,Maybe,No
7/22/2023 20:02:54,V5,Overhang,"Jug, Crimp, Pocket, Side-pull",4,Yes,6,,,Maybe,No,Yes,,Yes,Maybe
7/22/2023 20:06:45,V5,Arête,"Pinch, Sloper",1,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
7/22/2023 20:08:53,V5,Overhang,"Jug, Edge, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,No
7/22/2023 20:12:09,V5,Overhang,"Jug, Edge, Pinch, Side-pull",3,Yes,,,,No,Maybe,Yes,,Maybe,Maybe
7/22/2023 20:16:11,V5,Vertical,"Jug, Sloper, Side-pull",2,No,,Beta to the next move,,No,Yes,No,,Yes,Maybe
7/22/2023 20:20:05,V5,Overhang,"Edge, Sloper, Pocket",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,Maybe,No,Yes,,Maybe,No
7/22/2023 20:22:40,V5,Overhang,"Edge, Sloper, Pocket",2,No,,Cannot grab on to the hold,,No,No,Maybe,,Yes,No
7/22/2023 20:25:30,V5,Overhang,"Sloper, Side-pull",3,No,,Cannot grab on to the hold,,Maybe,Maybe,Yes,,Yes,No
7/22/2023 20:28:25,V5,Vertical,Sloper,1,No,,Beta to the next move,,No,Yes,No,,Yes,Maybe
7/22/2023 20:32:32,V5,Vertical,"Jug, Sloper, Side-pull",3,No,,Beta to the next move,,No,No,No,,Yes,No
7/22/2023 20:36:56,V5,Overhang,"Jug, Sloper, Pocket",1,No,,Beta to the next move,,No,No,Yes,,Maybe,No
7/29/2023 19:52:37,V4,Arête,"Jug, Sloper, Side-pull",1,Yes,6,,,No,No,Yes,,Maybe,No
7/29/2023 19:53:08,V5,Overhang,"Jug, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,Maybe,,Yes,No
7/29/2023 19:56:15,V5,Overhang,"Jug, Sloper",3,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
7/29/2023 19:59:08,V5,Overhang,"Pinch, Undercling",3,No,,Beta to the next move,,No,No,No,,Maybe,No
7/29/2023 20:01:09,V5,Overhang,"Pinch, Undercling",3,No,,Beta to the next move,,No,Maybe,Yes,,Maybe,No
7/29/2023 20:03:22,V5,Overhang,Pinch,4,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,Maybe
7/29/2023 20:07:36,V5,Vertical,Sloper,1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Maybe,Maybe
7/29/2023 20:13:42,V5,Vertical,"Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Yes,Maybe
7/29/2023 20:15:10,V5,Vertical,Sloper,4,No,,Beta to the next move,,Maybe,No,Yes,,Maybe,No
7/29/2023 20:18:24,V5,Vertical,"Sloper, Side-pull",5,Yes,7,,,Maybe,Maybe,Yes,,Maybe,Maybe
7/29/2023 20:23:14,V5,Vertical,"Jug, Side-pull",3,No,,Beta to the next move,,No,Maybe,No,,Yes,Maybe
7/29/2023 20:25:23,V5,Vertical,"Jug, Side-pull",4,No,,Beta to the next move,,No,Maybe,Yes,,Yes,Maybe
7/29/2023 20:26:52,V5,Vertical,Jug,5,No,,Beta to the next move,,No,Maybe,No,,No,Maybe
7/29/2023 20:29:34,V5,Vertical,"Jug, Side-pull",6,No,,Beta to the next move,,No,Yes,Maybe,,Yes,Yes
7/29/2023 20:32:52,V5,Vertical,Pocket,3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,No
7/29/2023 20:34:55,V5,Vertical,Pocket,5,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
7/29/2023 20:37:20,V5,Vertical,Pocket,6,No,,Beta to the next move,,No,No,Yes,,Maybe,Yes
7/29/2023 20:40:08,V5,Vertical,"Edge, Side-pull",3,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
7/29/2023 20:41:58,V5,Arête,Edge,5,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Yes,Maybe
8/5/2023 20:27:40,V4,Vertical,"Jug, Undercling",1,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
8/5/2023 20:30:23,V5,Vertical,Crimp,1,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,No,,Yes,Yes
8/5/2023 20:33:24,V4,Roof,"Edge, Sloper",2,No,,Beta to the next move,,No,No,No,,Yes,Yes
8/5/2023 20:35:37,V5,Vertical,"Crimp, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
8/5/2023 20:37:56,V5,Vertical,"Crimp, Side-pull",3,No,,Cannot grab on to the hold,,No,Maybe,No,,Yes,Yes
8/5/2023 20:40:45,V5,Vertical,"Jug, Sloper",1,No,,Beta to the next move,,No,Yes,No,,No,Maybe
8/5/2023 20:43:57,V4,Slab,Sloper,1,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
8/5/2023 20:46:37,V4,Slab,"Sloper, Side-pull",1,No,,Beta to the next move,,No,Maybe,Maybe,,No,No
8/5/2023 20:50:11,V5,Slab,Edge,1,No,,"Beta to the next move, Wrong body position",,No,Maybe,No,,Yes,Yes
8/5/2023 20:51:46,V5,Slab,"Edge, Side-pull",2,No,,"Suboptimal sequence, Wrong body position",,No,Maybe,No,,Yes,Yes
8/5/2023 20:54:21,V5,Slab,"Edge, Side-pull",3,No,,"Beta to the next move, Wrong body position",,No,Maybe,No,,Yes,Yes
8/5/2023 20:56:17,V5,Slab,"Edge, Side-pull",4,No,,Footwork issue,,Maybe,Maybe,No,,Yes,Yes
8/5/2023 20:59:04,V5,Slab,"Edge, Side-pull",5,No,,Beta to the next move,,No,Yes,No,,Yes,Yes
8/5/2023 21:00:46,V5,Vertical,"Jug, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
8/5/2023 21:03:28,V5,Overhang,"Sloper, Pocket, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
8/5/2023 21:06:25,V5,Vertical,"Sloper, Pocket, Side-pull",3,No,,Beta to the next move,,No,No,Yes,,Maybe,No
8/5/2023 21:07:56,V5,Vertical,"Sloper, Pocket, Side-pull",4,No,,Beta to the next move,,No,No,Yes,,Maybe,No
8/5/2023 21:10:29,V4,Roof,"Edge, Sloper",2,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
8/5/2023 21:12:03,V4,Roof,"Jug, Edge, Sloper",3,No,,"Lack familiarity with the move, Wrong body position",,No,No,Yes,,Maybe,Yes
8/5/2023 21:14:08,V4,Roof,"Jug, Sloper, Side-pull",4,Yes,6,,,No,Maybe,Yes,,Maybe,Yes
8/5/2023 21:18:03,V5,Vertical,"Jug, Edge",2,No,,Beta to the next move,,No,No,No,,Yes,Yes
8/5/2023 21:21:08,V6,Vertical,"Pinch, Side-pull",1,No,,Beta to the next move,,No,No,Maybe,,No,No
8/5/2023 21:21:46,V5,Vertical,"Jug, Undercling",3,No,,Beta to the next move,,No,No,Yes,,No,No
8/5/2023 21:23:55,V5,Roof,"Edge, Crimp",2,No,,Beta to the next move,,No,No,Yes,,Maybe,No
8/5/2023 21:27:00,V5,Overhang,"Jug, Sloper, Side-pull",2,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,No
8/5/2023 21:30:40,V5,Overhang,"Pinch, Sloper, Undercling",2,No,,Beta to the next move,,No,No,No,,Maybe,No
8/5/2023 21:33:47,V5,Vertical,"Jug, Undercling, Side-pull",1,No,,Beta to the next move,,No,Maybe,Yes,,Yes,Yes
8/5/2023 21:36:32,V5,Vertical,"Jug, Sloper, Undercling, Side-pull",2,No,,Finished second half,,No,No,Yes,,Yes,Yes
8/5/2023 21:39:54,V5,Vertical,"Jug, Undercling",4,No,,Tried middle steps,,No,No,No,,Maybe,Yes
8/5/2023 21:42:01,V5,Vertical,"Jug, Sloper, Undercling, Side-pull",5,Yes,6,,,No,Maybe,Maybe,,Yes,Yes
8/5/2023 21:49:11,V5,Vertical,"Sloper, Pocket",7,No,,Beta to the next move,,No,No,Yes,,Yes,Maybe
8/5/2023 21:52:15,V5,Vertical,Crimp,6,No,,"Beta to the next move, Too tired",,No,Yes,No,,Yes,Yes
8/5/2023 21:54:32,V4,Roof,"Edge, Crimp, Sloper",1,Yes,6,,,No,Maybe,Yes,,Yes,Maybe
8/5/2023 21:58:43,V4,Roof,"Jug, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Too tired",,No,No,Yes,,Yes,No
8/5/2023 22:01:34,V4,Roof,"Jug, Crimp, Side-pull",3,No,,Beta to the next move,,No,No,No,,No,No
8/5/2023 22:07:15,V4,Roof,"Edge, Sloper, Horn",5,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,No
8/5/2023 22:09:44,V4,Roof,"Edge, Sloper",6,No,,Finished second half,,Maybe,Maybe,Maybe,,Yes,Maybe
8/5/2023 22:14:13,V4,Vertical,Jug,3,No,,Beta to the next move,,No,No,No,,No,Maybe
8/5/2023 22:16:39,V4,Vertical,"Jug, Undercling",4,No,4,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,Maybe
8/14/2023 14:09:17,V4,Vertical,"Crimp, Side-pull",1,Yes,5,,,No,Maybe,No,,Yes,No
8/14/2023 14:11:33,V5,Roof,"Jug, Sloper, Side-pull",1,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
8/14/2023 14:13:25,V5,Roof,"Jug, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,Yes,,Maybe,Maybe
8/14/2023 14:15:04,V5,Roof,"Jug, Sloper, Side-pull",3,No,,Suboptimal sequence,,No,No,Maybe,,Maybe,No
8/14/2023 14:16:49,V5,Roof,"Jug, Sloper, Side-pull",4,No,,"Lack familiarity with the move, Footwork issue",,No,Maybe,Yes,,Maybe,Maybe
8/14/2023 14:18:38,V5,Roof,"Jug, Sloper, Side-pull",5,No,,Footwork issue,,No,Maybe,Maybe,,Maybe,No
8/14/2023 14:20:52,V5,Roof,"Jug, Sloper, Side-pull",6,No,,Footwork issue,,No,No,No,,Maybe,No
8/14/2023 14:23:14,V5,Roof,"Jug, Sloper, Side-pull",7,No,,Cannot grab on to the hold,,No,No,Maybe,,No,No
8/14/2023 14:26:40,V5,Roof,"Jug, Sloper, Side-pull",7,No,,Cannot grab on to the hold,,Yes,Yes,Yes,,Maybe,No
8/14/2023 14:31:33,V5,Slab,"Jug, Sloper, Side-pull",2,No,4,Beta to the next move,,No,No,No,,No,No
8/14/2023 14:33:52,V5,Vertical,"Jug, Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,Maybe,,Yes,Maybe
8/14/2023 14:34:58,V5,Vertical,"Sloper, Side-pull",4,No,,Try,,No,Maybe,Yes,,Maybe,No
8/14/2023 14:37:01,V5,Vertical,"Crimp, Sloper, Side-pull",5,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,No,,Yes,Maybe
8/14/2023 14:39:16,V5,Vertical,"Jug, Sloper, Side-pull",6,Yes,5,,,No,No,Yes,,Yes,Yes
8/14/2023 14:41:53,V4,Slab,"Edge, Sloper, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,No,Maybe
8/14/2023 14:44:01,V4,Vertical,"Edge, Side-pull",2,No,,Dabbed,,No,No,Yes,,Maybe,Maybe
8/14/2023 14:49:38,V5,Vertical,"Crimp, Pinch, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Maybe,No,,Maybe,No
8/14/2023 14:52:08,V5,Vertical,"Crimp, Pinch, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Yes,No
8/14/2023 14:54:50,V5,Vertical,"Crimp, Pinch, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,Maybe,,Maybe,No
8/14/2023 14:57:05,V5,Vertical,"Crimp, Side-pull",5,No,,Beta to the next move,,No,Maybe,No,,Yes,Maybe
8/14/2023 15:00:40,V5,Slab,"Crimp, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,No
8/14/2023 15:03:08,V5,Slab,"Crimp, Side-pull",6,No,,Beta to the next move,,No,Yes,Yes,,Yes,Maybe
8/14/2023 15:05:58,V5,Slab,"Crimp, Side-pull",8,No,,Beta to the next move,,No,No,No,,Yes,Maybe
8/14/2023 15:08:12,V5,Vertical,"Crimp, Side-pull",9,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Yes,No
8/14/2023 15:10:40,V5,Vertical,"Crimp, Side-pull",10,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,Maybe
8/14/2023 15:12:36,V5,Vertical,"Edge, Pinch, Side-pull",1,No,,"Beta to the next move, Footwork issue",,No,No,No,,Maybe,No
8/14/2023 15:14:59,V5,Slab,"Edge, Pinch, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Footwork issue",,No,Maybe,Maybe,,Yes,No
8/14/2023 15:17:02,V5,Vertical,"Edge, Pinch, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Footwork issue",,No,No,No,,Maybe,No
8/14/2023 15:20:07,V5,Vertical,"Edge, Sloper",3,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
8/14/2023 15:23:17,V5,Vertical,"Edge, Side-pull",4,No,,Footwork issue,,No,No,No,,No,Maybe
8/14/2023 15:25:50,V5,Vertical,"Edge, Side-pull",5,No,,"Beta to the next move, Footwork issue",,No,Maybe,No,,Maybe,Maybe
8/14/2023 15:28:33,V5,Vertical,"Edge, Side-pull",6,No,,Beta to the next move,,No,Maybe,No,,Yes,Yes
8/14/2023 15:30:42,V5,Arête,"Jug, Side-pull",1,Yes,4,,,Maybe,Maybe,Maybe,,Maybe,No
8/14/2023 15:32:32,V4,Vertical,"Edge, Crimp",1,Yes,6,,,No,No,Maybe,,Maybe,Maybe
8/21/2023 12:58:21,V4,Vertical,Crimp,1,Yes,6,,,No,Maybe,Maybe,,Yes,Yes
8/21/2023 13:01:14,V5,Arête,"Jug, Pinch, Side-pull",1,Yes,6,,,No,No,Yes,,Yes,No
8/21/2023 13:04:09,V6,Arête,"Crimp, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,Yes,,Maybe,No
8/21/2023 13:05:52,V6,Arête,"Crimp, Sloper, Side-pull",3,No,,Try,,Maybe,Maybe,Yes,,Maybe,No
8/21/2023 13:08:09,V6,Arête,"Crimp, Sloper, Side-pull",4,Yes,6,,,No,No,Yes,,Maybe,No
8/21/2023 13:12:16,V5,Roof,"Jug, Sloper, Side-pull",1,No,,Footwork issue,,No,Maybe,No,,Maybe,No
8/21/2023 13:14:28,V5,Roof,"Jug, Sloper, Side-pull",2,No,,"Beta to the next move, Footwork issue",,No,No,Maybe,,Maybe,No
8/21/2023 13:17:06,V5,Roof,"Jug, Sloper, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,No
8/21/2023 13:19:32,V5,Roof,"Jug, Sloper, Side-pull",4,No,,"Suboptimal sequence, Lack familiarity with the move",,No,No,Yes,,Maybe,No
8/21/2023 13:22:43,V5,Roof,"Jug, Sloper, Side-pull",5,Yes,7,,,No,Maybe,Yes,,Yes,No
